chr1	15847706	15940456
chr1	23691778	23696425
chr1	27404229	27490167
chr1	27970343	28088610
chr1	35268693	35397462
chr1	35720212	35769978
chr1	35869760	35930532
chr1	39084166	39487138
chr1	43522237	43622908
chr1	68098458	68232524
chr1	84078078	84205437
chr1	92831985	92841924
chr1	94168904	94247746
chr1	102876472	103108522
chr1	145848521	145859081
chr1	146151907	146229032
chr1	147541500	147670278
chr1	150149564	150160065
chr1	151402723	151459058
chr1	153990761	153992155
chr1	154325524	154351304
chr1	156082572	156137866
chr1	174159413	174993940
chr1	175315193	175743595
chr1	178725232	178921842
chr1	183023419	183145592
chr1	183471992	183554193
chr1	185734390	186190949
chr1	196652032	196747504
chr1	200891073	200915736
chr1	201483529	201507123
chr1	202724494	202808421
chr1	203626831	203744081
chr1	204073095	204126233
chr1	204422632	204494815
chr1	222814513	223005981
chr1	225486828	225653123
chr1	232397964	232630470
chr1	237042183	237833988
chr10	274200	689668
chr10	1056384	1132372
chr10	26746595	26860958
chr10	28532771	28620999
chr10	32900317	32958230
chr10	50799408	50885627
chr10	58512871	58831435
chr10	78033862	78040697
chr10	79068965	79316519
chr10	87863624	87971930
chr10	90912095	90921087
chr10	95663400	95693927
chr10	101770108	101776114
chr10	102479228	102502712
chr10	102918293	103090222
chr10	112950246	113167678
chr10	114431109	114685003
chr10	121740423	121928031
chr11	2129116	2149566
chr11	4545190	4546144
chr11	6211337	6230201
chr11	6395123	6405417
chr11	10751245	10779746
chr11	32892810	32980270
chr11	46396411	46591364
chr11	57761801	57819540
chr11	62624828	62646613
chr11	64894545	64917209
chr11	68154862	68213296
chr11	68298865	68449275
chr11	71453202	71501816
chr11	78652828	79441030
chr11	82729939	82733864
chr11	95790470	95832693
chr11	102047408	102083587
chr11	118896135	118925926
chr11	119024111	119029480
chr11	120336275	120489034
chr11	122655721	122814473
chr11	125442880	125496265
chr11	125893484	125903206
chr12	280056	389320
chr12	1969551	2691199
chr12	14784581	14803478
chr12	14880863	14885854
chr12	18242945	18716861
chr12	30628980	30685870
chr12	47782721	47813095
chr12	49086655	49092836
chr12	49989161	50033206
chr12	51906912	51923361
chr12	54230941	54280122
chr12	56041917	56044697
chr12	56316935	56333718
chr12	57095407	57111362
chr12	57128400	57213377
chr12	57520709	57530148
chr12	79773562	79934951
chr12	82686905	83134866
chr12	89588048	89708836
chr12	95516559	95548802
chr12	96489576	96875555
chr12	108778190	108857583
chr12	109448654	109477300
chr12	111842227	111902222
chr12	130162463	130165740
chr12	132490150	132585188
chr13	19957422	20089115
chr13	21372570	21459309
chr13	25161678	25172167
chr13	31199974	31332276
chr13	47942655	48001273
chr13	101053773	101417206
chr13	106489744	106535662
chr13	108495728	109208005
chr14	20365666	20401530
chr14	21209146	21269442
chr14	21385198	21456123
chr14	22920525	22929392
chr14	23099061	23104989
chr14	24094310	24104125
chr14	24366910	24379601
chr14	32203609	32831051
chr14	49570987	49586380
chr14	50905216	50944483
chr14	54567096	54793312
chr14	59188656	59371405
chr14	63761903	64226433
chr14	64535904	64543237
chr14	64744105	64879889
chr14	68787654	68796243
chr14	77274955	77320884
chr14	77335020	77373909
chr14	93207255	93229215
chr14	102080741	102087044
chr14	105140980	105168481
chr14	105209285	105300688
chr15	22867051	22980368
chr15	31326834	31435665
chr15	33310772	33837745
chr15	40978879	41116280
chr15	51829652	51915725
chr15	56918089	57289853
chr15	63042697	63071915
chr15	63608617	63833948
chr15	68054314	68193847
chr15	74541219	74598131
chr15	74843729	74873029
chr15	78264144	78282191
chr15	80946288	80989819
chr15	82536749	82540457
chr15	83016422	83067252
chr15	89243972	89317132
chr15	89627976	89663086
chr15	89776331	89778754
chr15	90998415	91022621
chr15	101303932	101489707
chr16	1153105	1221768
chr16	1444934	1471956
chr16	1510426	1612072
chr16	1706182	1766965
chr16	2155777	2178122
chr16	2750902	2771412
chr16	3012922	3014505
chr16	3024034	3027750
chr16	4803202	4848032
chr16	31108380	31117651
chr16	58025753	58046901
chr16	58707130	58734316
chr16	67562525	67639185
chr16	71728999	71808834
chr16	84145265	84177920
chr17	2689386	2711787
chr17	4833339	4898061
chr17	8377515	8383193
chr17	28728787	28743455
chr17	29071121	29180398
chr17	29625937	29793937
chr17	40360651	40364737
chr17	41930616	41966503
chr17	42998272	43002959
chr17	44070672	44076344
chr17	44557483	44561262
chr17	44794987	44830811
chr17	46762505	46818692
chr17	58489536	58517880
chr17	58520254	58532062
chr17	62470907	62615476
chr17	75441158	75500088
chr17	76712829	76726783
chr17	80036631	80083729
chr18	21740791	21870953
chr18	27932877	28177023
chr18	31058839	31102421
chr18	34493297	34891844
chr18	36297712	36780220
chr18	74590474	74920572
chr18	79395929	79467553
chr18	79679802	79754503
chr19	3958452	3971099
chr19	8321495	8323340
chr19	9291139	9309838
chr19	10350527	10378288
chr19	11164269	11197545
chr19	13206441	13506479
chr19	14091687	14108390
chr19	15235518	15280451
chr19	18637027	18667626
chr19	19645197	19663676
chr19	35641174	35644871
chr19	35717817	35738878
chr19	38335829	38370943
chr19	38433690	38587564
chr19	39445581	39476670
chr19	40393761	40399778
chr19	40593165	40629820
chr19	41860254	41872925
chr19	45933733	45973865
chr19	48615330	48619178
chr2	8721080	8837613
chr2	9488485	9544023
chr2	15940549	15947004
chr2	27217368	27243943
chr2	28488577	28601964
chr2	37250501	37324370
chr2	38293953	38377273
chr2	42767086	42792546
chr2	43774038	43828347
chr2	54456326	54671446
chr2	58159242	58241377
chr2	63119558	63438007
chr2	65307424	65432341
chr2	73982035	74108176
chr2	74834125	74893354
chr2	85133391	85310387
chr2	130592164	130599575
chr2	131104846	131149847
chr2	135052280	135175591
chr2	142877663	143055833
chr2	177230302	177264131
chr2	177392772	177543834
chr2	182833274	182866637
chr2	182909114	183038457
chr2	188974372	189012746
chr2	207753888	207769563
chr2	209424046	209734118
chr2	215311973	215359745
chr2	217799788	218002995
chr2	219054423	219060921
chr2	222566898	222656092
chr2	233354493	233472098
